loc,can,lado,local_date,local_hour
Scorpion,Cancha1,LadoA,2025-08-25,10
Scorpion,Cancha1,LadoA,2025-08-25,09
Scorpion,Cancha1,LadoA,2025-08-24,20
Scorpion,Cancha1,LadoA,2025-08-24,20
Scorpion,Cancha1,LadoA,2025-08-24,20
Scorpion,Cancha1,LadoA,2025-08-24,20
Scorpion,Cancha1,LadoA,2025-08-24,20
Scorpion,Cancha1,LadoA,2025-08-24,19
Scorpion,Cancha1,LadoA,2025-08-24,18
Scorpion,Cancha1,LadoA,2025-08-24,18
Scorpion,Cancha1,LadoA,2025-08-24,17
Scorpion,Cancha1,LadoA,2025-08-24,17
Scorpion,Cancha1,LadoA,2025-08-24,17
Scorpion,Cancha1,LadoA,2025-08-24,17
Scorpion,Cancha1,LadoA,2025-08-24,17
Scorpion,Cancha1,LadoA,2025-08-24,16
Scorpion,Cancha1,LadoA,2025-08-24,16
Scorpion,Cancha1,LadoA,2025-08-24,16
Scorpion,Cancha1,LadoA,2025-08-24,16
Scorpion,Cancha1,LadoA,2025-08-24,15
Scorpion,Cancha1,LadoA,2025-08-24,15
Scorpion,Cancha1,LadoA,2025-08-24,15
Scorpion,Cancha1,LadoA,2025-08-24,15
Scorpion,Cancha1,LadoA,2025-08-24,15
Scorpion,Cancha1,LadoA,2025-08-24,14
Scorpion,Cancha1,LadoA,2025-08-24,14
Scorpion,Cancha1,LadoA,2025-08-24,14
Scorpion,Cancha1,LadoA,2025-08-24,14
Scorpion,Cancha1,LadoA,2025-08-24,14
Scorpion,Cancha1,LadoA,2025-08-24,13
Scorpion,Cancha1,LadoA,2025-08-24,13
Scorpion,Cancha1,LadoA,2025-08-24,13
Scorpion,Cancha1,LadoA,2025-08-24,13
Scorpion,Cancha1,LadoA,2025-08-24,13
Scorpion,Cancha1,LadoB,2025-08-25,09
Scorpion,Cancha1,LadoB,2025-08-24,21
Scorpion,Cancha1,LadoB,2025-08-24,20
Scorpion,Cancha1,LadoB,2025-08-24,20
Scorpion,Cancha1,LadoB,2025-08-24,20
Scorpion,Cancha1,LadoB,2025-08-24,19
Scorpion,Cancha1,LadoB,2025-08-24,19
Scorpion,Cancha1,LadoB,2025-08-24,19
Scorpion,Cancha1,LadoB,2025-08-24,19
Scorpion,Cancha1,LadoB,2025-08-24,18
Scorpion,Cancha1,LadoB,2025-08-24,18
Scorpion,Cancha1,LadoB,2025-08-24,17
Scorpion,Cancha1,LadoB,2025-08-24,17
Scorpion,Cancha1,LadoB,2025-08-24,17
Scorpion,Cancha1,LadoB,2025-08-24,17
Scorpion,Cancha1,LadoB,2025-08-24,16
Scorpion,Cancha1,LadoB,2025-08-24,16
Scorpion,Cancha1,LadoB,2025-08-24,16
Scorpion,Cancha1,LadoB,2025-08-24,16
Scorpion,Cancha1,LadoB,2025-08-24,15
Scorpion,Cancha1,LadoB,2025-08-24,15
Scorpion,Cancha1,LadoB,2025-08-24,15
Scorpion,Cancha1,LadoB,2025-08-24,15
Scorpion,Cancha1,LadoB,2025-08-24,15
Scorpion,Cancha1,LadoB,2025-08-24,14
Scorpion,Cancha1,LadoB,2025-08-24,13
Scorpion,Cancha1,LadoB,2025-08-24,13
Scorpion,Cancha1,LadoB,2025-08-24,13
Scorpion,Cancha1,LadoB,2025-08-24,13
vistahorizonte,vistadelaslomas,casa8,2025-06-23,17
vistahorizonte,vistadelaslomas,casa8,2025-06-23,17
testclub,testcancha,testlado,2025-07-16,17
testclub,testcancha,testlado,2025-07-16,19
testclub,testcancha,testlado,2025-07-16,19
testclub,testcancha,testlado,2025-07-16,19
testclub,testcancha,testlado,2025-07-16,19
testclub,testcancha,testlado,2025-07-16,20
interpadel,cancha3,ladoa,2025-08-02,12
interpadel,cancha3,ladoa,2025-08-02,12
interpadel,cancha3,ladoa,2025-08-02,12
interpadel,cancha3,ladoa,2025-08-02,12
interpadel,cancha3,ladoa,2025-08-02,13
interpadel,cancha3,ladoa,2025-08-02,13
interpadel,cancha3,ladoa,2025-08-02,13
interpadel,cancha3,ladoa,2025-08-02,13
interpadel,cancha3,ladoa,2025-08-02,13
interpadel,cancha3,ladoa,2025-08-03,19
interpadel,cancha3,ladoa,2025-08-03,20
interpadel,cancha3,ladoa,2025-08-03,20
interpadel,cancha3,ladoa,2025-08-03,20
interpadel,cancha3,ladoa,2025-08-03,20
interpadel,cancha3,ladoa,2025-08-03,20
interpadel,cancha3,ladoa,2025-08-03,20
interpadel,cancha3,ladoa,2025-08-03,20
interpadel,cancha3,ladoa,2025-08-03,21
interpadel,cancha3,ladoa,2025-08-03,21
interpadel,cancha3,ladoa,2025-08-03,21
interpadel,cancha3,ladoa,2025-08-03,21
interpadel,cancha3,ladoa,2025-08-03,21
interpadel,cancha3,ladoa,2025-08-03,21
interpadel,cancha3,ladoa,2025-08-03,21
interpadel,cancha3,ladoa,2025-08-03,21
interpadel,cancha3,ladoa,2025-08-03,21
interpadel,cancha3,ladoa,2025-08-03,21
interpadel,cancha3,ladoa,2025-08-03,22
interpadel,cancha3,ladoa,2025-08-03,22
scorpion,cancha1,ladob,2025-08-23,11
scorpion,cancha1,ladoa,2025-08-23,11
scorpion,cancha1,ladoa,2025-08-23,11
scorpion,cancha1,ladob,2025-08-23,12
scorpion,cancha1,ladoa,2025-08-23,12
scorpion,cancha1,ladob,2025-08-23,12
scorpion,cancha1,ladoa,2025-08-23,12
scorpion,cancha1,ladob,2025-08-23,12
scorpion,cancha1,ladoa,2025-08-23,12
scorpion,cancha1,ladob,2025-08-23,12
scorpion,cancha1,ladoa,2025-08-23,12
scorpion,cancha1,ladob,2025-08-23,12
scorpion,cancha1,ladoa,2025-08-23,12
scorpion,cancha1,ladob,2025-08-23,13
scorpion,cancha1,ladoa,2025-08-23,13
scorpion,cancha1,ladob,2025-08-23,13
scorpion,cancha1,ladoa,2025-08-23,14
scorpion,cancha1,ladob,2025-08-23,14
scorpion,cancha1,ladoa,2025-08-23,14
scorpion,cancha1,ladob,2025-08-23,14
scorpion,cancha1,ladoa,2025-08-23,14
scorpion,cancha1,ladoa,2025-08-23,14
scorpion,cancha1,ladoa,2025-08-23,14
scorpion,cancha1,ladoa,2025-08-23,14
scorpion,cancha1,ladob,2025-08-23,15
scorpion,cancha1,ladoa,2025-08-23,15
scorpion,cancha1,ladob,2025-08-23,15
scorpion,cancha1,ladoa,2025-08-23,15
scorpion,cancha1,ladob,2025-08-23,15
scorpion,cancha1,ladob,2025-08-23,15
scorpion,cancha1,ladoa,2025-08-23,15
scorpion,cancha1,ladob,2025-08-23,15
scorpion,cancha1,ladoa,2025-08-23,16
scorpion,cancha1,ladob,2025-08-23,16
scorpion,cancha1,ladoa,2025-08-23,16
scorpion,cancha1,ladob,2025-08-23,17
scorpion,cancha1,ladoa,2025-08-23,17
scorpion,cancha1,ladob,2025-08-23,17
scorpion,cancha1,ladoa,2025-08-23,17
scorpion,cancha1,ladob,2025-08-23,17
scorpion,cancha1,ladoa,2025-08-23,17
scorpion,cancha1,ladoa,2025-08-23,19
scorpion,cancha1,ladob,2025-08-23,19
scorpion,cancha1,ladoa,2025-08-23,19
scorpion,cancha1,ladob,2025-08-23,19
scorpion,cancha1,ladoa,2025-08-23,19
scorpion,cancha1,ladoa,2025-08-23,20
scorpion,cancha1,ladob,2025-08-23,20
scorpion,cancha1,ladob,2025-08-23,20
scorpion,cancha1,ladoa,2025-08-23,20
scorpion,cancha1,ladoa,2025-08-23,21
scorpion,cancha1,ladoa,2025-08-23,22
scorpion,cancha1,ladob,2025-08-23,22
scorpion,cancha1,ladoa,2025-08-24,11
scorpion,cancha1,ladob,2025-08-24,11
scorpion,cancha1,ladoa,2025-08-24,11
scorpion,cancha1,ladob,2025-08-24,11
scorpion,cancha1,ladoa,2025-08-24,11
scorpion,cancha1,ladoa,2025-08-24,11
scorpion,cancha1,ladob,2025-08-24,11
scorpion,cancha1,ladoa,2025-08-24,12
scorpion,cancha1,ladob,2025-08-24,12
scorpion,cancha1,ladoa,2025-08-24,12
scorpion,cancha1,ladob,2025-08-24,12
scorpion,cancha1,ladob,2025-08-25,19
scorpion,cancha1,ladob,2025-08-25,19
scorpion,cancha1,ladoa,2025-08-25,19
scorpion,cancha1,ladoa,2025-08-25,19
scorpion,cancha1,ladob,2025-08-25,20
scorpion,cancha1,ladoa,2025-08-25,20
scorpion,cancha1,ladob,2025-08-25,23
scorpion,cancha1,ladoa,2025-08-25,23
scorpion,cancha1,ladob,2025-08-26,17
scorpion,cancha1,ladoa,2025-08-26,17
scorpion,cancha1,ladob,2025-08-26,18
scorpion,cancha1,ladoa,2025-08-26,18
scorpion,cancha1,ladob,2025-08-26,18
scorpion,cancha1,ladoa,2025-08-26,18
scorpion,cancha1,ladob,2025-08-26,18
scorpion,cancha1,ladoa,2025-08-26,19
scorpion,cancha1,ladob,2025-08-26,19
scorpion,cancha1,ladoa,2025-08-26,19
scorpion,cancha1,ladoa,2025-08-26,19
scorpion,cancha1,ladob,2025-08-26,19
scorpion,cancha1,ladob,2025-08-26,21
scorpion,cancha1,ladoa,2025-08-26,21
scorpion,cancha1,ladob,2025-08-26,21
scorpion,cancha1,ladoa,2025-08-26,21
scorpion,cancha1,ladob,2025-08-26,21
scorpion,cancha1,ladob,2025-08-27,07
scorpion,cancha1,ladob,2025-08-27,07
scorpion,cancha1,ladob,2025-08-27,07
scorpion,cancha1,ladob,2025-08-27,07
scorpion,cancha1,ladob,2025-08-27,07
scorpion,cancha1,ladob,2025-08-27,07
scorpion,cancha1,ladob,2025-08-27,07
scorpion,cancha1,ladob,2025-08-27,07
scorpion,cancha1,ladob,2025-08-27,07
scorpion,cancha1,ladob,2025-08-27,07
scorpion,cancha1,ladoa,2025-08-27,08
scorpion,cancha1,ladoa,2025-08-27,08
scorpion,cancha1,ladob,2025-08-27,14
scorpion,cancha1,ladoa,2025-08-27,14
scorpion,cancha1,ladob,2025-08-27,17
scorpion,cancha1,ladoa,2025-08-27,17
scorpion,cancha1,ladoa,2025-08-27,17
scorpion,cancha1,ladoa,2025-08-27,17
scorpion,cancha1,ladob,2025-08-27,18
scorpion,cancha1,ladoa,2025-08-27,18
scorpion,cancha1,ladob,2025-08-27,20
scorpion,cancha1,ladoa,2025-08-27,21
scorpion,cancha1,ladoa,2025-08-27,21
scorpion,cancha1,ladoa,2025-08-27,21
scorpion,cancha1,ladoa,2025-08-27,21
scorpion,cancha1,ladob,2025-08-27,21
scorpion,cancha1,ladoa,2025-08-27,22
scorpion,cancha1,ladob,2025-08-27,22
scorpion,cancha1,ladob,2025-08-28,17
scorpion,cancha1,ladoa,2025-08-28,17
scorpion,cancha1,ladob,2025-08-28,17
scorpion,cancha1,ladoa,2025-08-28,17
scorpion,cancha1,ladob,2025-08-28,17
scorpion,cancha1,ladoa,2025-08-28,17
scorpion,cancha1,ladoa,2025-08-28,17
scorpion,cancha1,ladob,2025-08-28,17
scorpion,cancha1,ladoa,2025-08-28,17
scorpion,cancha1,ladoa,2025-08-28,17
scorpion,cancha1,ladob,2025-08-28,17
scorpion,cancha1,ladoa,2025-08-28,18
scorpion,cancha1,ladoa,2025-08-28,18
scorpion,cancha1,ladoa,2025-08-28,18
scorpion,cancha1,ladoa,2025-08-28,18
scorpion,cancha1,ladob,2025-08-28,18
scorpion,cancha1,ladoa,2025-08-28,18
scorpion,cancha1,ladoa,2025-08-28,18
scorpion,cancha1,ladoa,2025-08-28,18
scorpion,cancha1,ladob,2025-08-28,18
scorpion,cancha1,ladoa,2025-08-28,18
scorpion,cancha1,ladoa,2025-08-28,18
scorpion,cancha1,ladoa,2025-08-28,22
scorpion,cancha1,ladob,2025-08-28,22
scorpion,cancha1,ladoa,2025-08-28,22
scorpion,cancha1,ladob,2025-08-28,22
scorpion,cancha1,ladoa,2025-08-28,22
scorpion,cancha1,ladob,2025-08-28,22
scorpion,cancha1,ladoa,2025-08-28,22
scorpion,cancha1,ladoa,2025-08-28,23
scorpion,cancha1,ladob,2025-08-28,23
scorpion,cancha1,ladoa,2025-08-28,23
scorpion,cancha1,ladoa,2025-08-28,23
scorpion,cancha1,ladoa,2025-08-28,23
scorpion,cancha1,ladoa,2025-08-28,23
scorpion,cancha1,ladoa,2025-08-28,23
scorpion,cancha1,ladoa,2025-08-28,23
scorpion,cancha1,ladob,2025-08-29,09
scorpion,cancha1,ladob,2025-08-29,10
scorpion,cancha1,ladob,2025-08-29,10
scorpion,cancha1,ladob,2025-08-29,10
scorpion,cancha1,ladob,2025-08-29,10
scorpion,cancha1,ladob,2025-08-29,11
scorpion,cancha1,ladob,2025-08-29,11
scorpion,cancha1,ladob,2025-08-29,11
scorpion,cancha1,ladob,2025-08-29,12
scorpion,cancha1,ladob,2025-08-29,13
scorpion,cancha1,ladob,2025-08-29,18
scorpion,cancha1,ladob,2025-08-29,18
scorpion,cancha1,ladob,2025-08-29,19
scorpion,cancha1,ladob,2025-08-29,19
scorpion,cancha1,ladob,2025-08-29,19
scorpion,cancha1,ladob,2025-08-30,08
scorpion,cancha1,ladoa,2025-08-30,08
scorpion,cancha1,ladob,2025-08-30,08
scorpion,cancha1,ladoa,2025-08-30,08
scorpion,cancha1,ladoa,2025-08-30,08
scorpion,cancha1,ladob,2025-08-30,08
scorpion,cancha1,ladob,2025-08-30,09
scorpion,cancha1,ladoa,2025-08-30,09
scorpion,cancha1,ladoa,2025-08-30,09
scorpion,cancha1,ladoa,2025-08-30,09
scorpion,cancha2,ladoa,2025-08-30,12
scorpion,cancha2,ladoa,2025-08-30,12
scorpion,cancha1,ladob,2025-08-30,13
scorpion,cancha1,ladoa,2025-08-30,13
scorpion,cancha1,ladoa,2025-08-30,13
scorpion,cancha1,ladoa,2025-08-30,13
scorpion,cancha1,ladob,2025-08-30,14
scorpion,cancha1,ladoa,2025-08-30,14
scorpion,cancha1,ladob,2025-08-30,14
scorpion,cancha1,ladoa,2025-08-30,14
scorpion,cancha1,ladob,2025-08-30,14
scorpion,cancha1,ladoa,2025-08-30,14
scorpion,cancha1,ladob,2025-08-30,14
scorpion,cancha1,ladoa,2025-08-30,14
scorpion,cancha1,ladob,2025-08-30,14
scorpion,cancha1,ladoa,2025-08-30,14
scorpion,cancha1,ladob,2025-08-30,14
scorpion,cancha1,ladoa,2025-08-30,14
scorpion,cancha2,ladoa,2025-08-31,13
scorpion,cancha2,ladoa,2025-08-31,13
scorpion,cancha2,ladob,2025-08-31,14
scorpion,cancha2,ladob,2025-08-31,14
scorpion,cancha1,ladob,2025-09-01,19
scorpion,cancha1,ladoa,2025-09-01,19
scorpion,cancha1,ladob,2025-09-01,19
scorpion,cancha1,ladoa,2025-09-01,19
scorpion,cancha1,ladoa,2025-09-01,19
scorpion,cancha1,ladob,2025-09-01,19
scorpion,cancha1,ladoa,2025-09-01,19
scorpion,cancha1,ladob,2025-09-01,20
scorpion,cancha1,ladoa,2025-09-01,20
scorpion,cancha1,ladob,2025-09-01,20
scorpion,cancha1,ladoa,2025-09-01,20
scorpion,cancha1,ladob,2025-09-01,20
scorpion,cancha1,ladoa,2025-09-01,20
scorpion,cancha1,ladob,2025-09-01,20
scorpion,cancha1,ladoa,2025-09-01,20
scorpion,cancha1,ladob,2025-09-01,20
scorpion,cancha1,ladob,2025-09-01,20
scorpion,cancha1,ladoa,2025-09-01,20
scorpion,cancha1,ladoa,2025-09-01,20
scorpion,cancha1,ladob,2025-09-01,20
scorpion,cancha1,ladob,2025-09-01,20
scorpion,cancha1,ladoa,2025-09-01,20
scorpion,cancha1,ladob,2025-09-01,21
scorpion,cancha1,ladoa,2025-09-01,21
scorpion,cancha1,ladob,2025-09-01,21
scorpion,cancha1,ladoa,2025-09-01,21
scorpion,cancha1,ladob,2025-09-01,22
scorpion,cancha1,ladoa,2025-09-01,22
scorpion,cancha2,ladob,2025-09-02,10
scorpion,cancha2,ladoa,2025-09-02,10
scorpion,cancha2,ladob,2025-09-02,11
scorpion,cancha2,ladoa,2025-09-02,11
scorpion,cancha1,ladob,2025-09-02,12
scorpion,cancha1,ladoa,2025-09-02,13
scorpion,cancha1,ladob,2025-09-02,13
scorpion,cancha1,ladoa,2025-09-02,13
scorpion,cancha1,ladob,2025-09-02,13
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladob,2025-09-02,15
scorpion,cancha2,ladoa,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladoa,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladoa,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladoa,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladoa,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladoa,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,16
scorpion,cancha2,ladob,2025-09-02,17
scorpion,cancha2,ladob,2025-09-02,17
scorpion,cancha2,ladob,2025-09-02,17
scorpion,cancha2,ladoa,2025-09-02,17
scorpion,cancha2,ladob,2025-09-02,17
scorpion,cancha2,ladob,2025-09-02,17
scorpion,cancha2,ladob,2025-09-02,17
scorpion,cancha2,ladob,2025-09-02,17
scorpion,cancha2,ladoa,2025-09-02,17
scorpion,cancha1,ladoa,2025-09-02,17
scorpion,cancha1,ladob,2025-09-02,17
scorpion,cancha1,ladoa,2025-09-02,19
scorpion,cancha1,ladob,2025-09-02,19
scorpion,cancha1,ladoa,2025-09-02,19
scorpion,cancha1,ladob,2025-09-02,19
scorpion,cancha1,ladoa,2025-09-02,20
scorpion,cancha1,ladob,2025-09-02,20
scorpion,cancha1,ladoa,2025-09-02,20
scorpion,cancha1,ladob,2025-09-02,20
scorpion,cancha1,ladoa,2025-09-02,20
scorpion,cancha1,ladoa,2025-09-02,20
scorpion,cancha1,ladob,2025-09-02,20
scorpion,cancha1,ladob,2025-09-02,20
scorpion,cancha1,ladoa,2025-09-02,21
scorpion,cancha1,ladob,2025-09-02,21
scorpion,cancha1,ladoa,2025-09-02,21
scorpion,cancha1,ladob,2025-09-02,21
scorpion,cancha1,ladoa,2025-09-02,22
scorpion,cancha1,ladob,2025-09-02,22
scorpion,cancha2,ladoa,2025-09-03,11
scorpion,cancha2,ladoa,2025-09-03,12
scorpion,cancha2,ladob,2025-09-03,12
scorpion,cancha2,ladoa,2025-09-03,12
scorpion,cancha2,ladoa,2025-09-03,12
scorpion,cancha2,ladob,2025-09-03,12
scorpion,cancha2,ladoa,2025-09-03,12
scorpion,cancha2,ladob,2025-09-03,12
scorpion,cancha1,ladob,2025-09-03,12
scorpion,cancha1,ladoa,2025-09-03,13
scorpion,cancha1,ladob,2025-09-03,13
scorpion,cancha1,ladoa,2025-09-03,13
scorpion,cancha2,ladoa,2025-09-03,13
scorpion,cancha2,ladob,2025-09-03,13
scorpion,cancha1,ladoa,2025-09-03,13
scorpion,cancha2,ladob,2025-09-03,13
scorpion,cancha1,ladoa,2025-09-03,13
scorpion,cancha2,ladob,2025-09-03,13
